Identificacion;Sucursal;Ciudad;Tipo de cliente;Genero;Categoria;Precio unitario;Cantidad;Impuesto 5%;Total;Fecha;Hora;Metodo de pago;cogs;Porcentaje de margen bruto;Ingresos brutos;Clasificacion
055-18-0040;A;Mandalay;Miembro;Masculino;Hogar y estilo de vida;46.77;8;18.71;392.87;26/02/2019;15:53;Tarjeta de crédito;374.16;4.76;18.71;8.0
006-43-4173;A;Yangon;Normal;Masculino;Accesorios de moda;58.91;3;8.84;185.57;04/03/2019;18:03;Dinero en efectivo;176.73;4.76;8.84;8.7
503-30-6201;C;Yangon;Normal;Masculino;Hogar y estilo de vida;90.02;2;9.0;189.04;17/01/2019;13:45;Tarjeta de crédito;180.04;4.76;9.0;7.6
565-26-3183;A;Mandalay;Normal;Femenino;Salud y belleza;35.49;10;17.74;372.64;18/03/2019;16:43;Billetera electrónica;354.9;4.76;17.74;5.5
853-57-0544;C;Mandalay;Normal;Femenino;Accesorios de moda;83.06;1;4.15;87.21;12/02/2019;11:10;Tarjeta de crédito;83.06;4.76;4.15;8.2
436-37-5526;A;Mandalay;Normal;Masculino;Accesorios electrónicos;21.54;4;4.31;90.47;25/01/2019;16:23;Billetera electrónica;86.16;4.76;4.31;8.1
307-64-7153;A;Yangon;Normal;Femenino;Hogar y estilo de vida;92.49;9;41.62;874.03;25/01/2019;14:33;Dinero en efectivo;832.41;4.76;41.62;5.9
407-21-2628;A;Yangon;Normal;Femenino;Comida y bebidas;18.22;6;5.47;114.79;21/02/2019;11:03;Tarjeta de crédito;109.32;4.77;5.47;9.3
475-00-2724;B;Naypyitaw;Normal;Masculino;Accesorios electrónicos;43.7;2;4.37;91.77;27/02/2019;13:59;Billetera electrónica;87.4;4.76;4.37;9.3
720-88-1764;A;Naypyitaw;Miembro;Femenino;Comida y bebidas;48.61;8;19.44;408.32;02/03/2019;10:17;Tarjeta de crédito;388.88;4.76;19.44;6.0
145-17-1153;C;Naypyitaw;Normal;Femenino;Accesorios de moda;73.28;2;7.33;153.89;24/02/2019;13:22;Tarjeta de crédito;146.56;4.76;7.33;6.4
603-10-0265;B;Naypyitaw;Miembro;Masculino;Deportes y viajes;37.32;10;18.66;391.86;09/03/2019;15:28;Billetera electrónica;373.2;4.76;18.66;8.4
365-45-3481;C;Naypyitaw;Normal;Masculino;Comida y bebidas;96.11;2;9.61;201.83;10/01/2019;16:23;Dinero en efectivo;192.22;4.76;9.61;8.3
656-33-1010;B;Naypyitaw;Miembro;Femenino;Salud y belleza;33.98;4;6.8;142.72;02/02/2019;16:46;Billetera electrónica;135.92;4.76;6.8;6.0
124-68-6687;C;Naypyitaw;Miembro;Masculino;Comida y bebidas;87.45;3;13.12;275.47;15/02/2019;10:50;Tarjeta de crédito;262.35;4.76;13.12;5.0
077-54-3826;C;Mandalay;Normal;Masculino;Salud y belleza;10.75;1;0.54;11.29;07/03/2019;15:53;Billetera electrónica;10.75;4.78;0.54;5.5
174-57-6865;C;Naypyitaw;Miembro;Masculino;Accesorios de moda;34.21;9;15.39;323.28;27/01/2019;18:22;Tarjeta de crédito;307.89;4.76;15.39;5.8
806-82-7222;C;Yangon;Normal;Femenino;Accesorios electrónicos;86.27;4;17.25;362.33;15/02/2019;12:04;Tarjeta de crédito;345.08;4.76;17.25;5.7
686-54-5073;A;Naypyitaw;Miembro;Femenino;Deportes y viajes;60.87;4;12.17;255.65;18/01/2019;17:03;Billetera electrónica;243.48;4.76;12.17;5.1
572-21-6301;A;Yangon;Miembro;Femenino;Salud y belleza;99.25;7;34.74;729.49;13/02/2019;11:43;Tarjeta de crédito;694.75;4.76;34.74;9.4
322-40-5473;A;Mandalay;Normal;Masculino;Hogar y estilo de vida;46.22;4;9.24;194.12;08/03/2019;11:25;Billetera electrónica;184.88;4.76;9.24;4.0
736-62-6723;A;Naypyitaw;Miembro;Femenino;Salud y belleza;72.78;5;18.2;382.1;21/01/2019;16:18;Billetera electrónica;363.9;4.76;18.2;5.6
747-43-2765;A;Naypyitaw;Miembro;Masculino;Comida y bebidas;60.95;10;30.48;639.98;19/01/2019;16:30;Tarjeta de crédito;609.5;4.76;30.48;8.6
631-53-5077;B;Yangon;Miembro;Masculino;Hogar y estilo de vida;15.69;9;7.06;148.27;09/02/2019;14:53;Tarjeta de crédito;141.21;4.76;7.06;8.0
180-81-2818;A;Yangon;Normal;Masculino;Deportes y viajes;80.05;6;24.02;504.32;14/01/2019;13:37;Billetera electrónica;480.3;4.76;24.02;9.4
773-66-3107;A;Mandalay;Normal;Femenino;Salud y belleza;98.09;9;44.14;926.95;05/01/2019;13:34;Billetera electrónica;882.81;4.76;44.14;4.3
006-85-7755;A;Yangon;Miembro;Masculino;Accesorios electrónicos;71.38;1;3.57;74.95;15/03/2019;10:57;Billetera electrónica;71.38;4.76;3.57;8.7
048-63-1534;C;Mandalay;Normal;Femenino;Deportes y viajes;32.32;5;8.08;169.68;22/03/2019;14:05;Dinero en efectivo;161.6;4.76;8.08;7.4
046-18-5163;C;Naypyitaw;Normal;Masculino;Accesorios electrónicos;45.38;1;2.27;47.65;03/03/2019;18:10;Dinero en efectivo;45.38;4.76;2.27;6.2
405-21-8307;C;Naypyitaw;Miembro;Femenino;Hogar y estilo de vida;51.47;8;20.59;432.35;26/02/2019;10:36;Dinero en efectivo;411.76;4.76;20.59;9.5
413-77-6872;B;Naypyitaw;Normal;Femenino;Accesorios electrónicos;65.23;5;16.31;342.46;22/03/2019;20:37;Tarjeta de crédito;326.15;4.76;16.31;5.9
081-01-8634;A;Mandalay;Normal;Masculino;Comida y bebidas;79.54;4;15.91;334.07;27/03/2019;18:08;Billetera electrónica;318.16;4.76;15.91;4.0
005-87-8035;B;Naypyitaw;Miembro;Femenino;Hogar y estilo de vida;76.99;1;3.85;80.84;27/02/2019;11:51;Dinero en efectivo;76.99;4.76;3.85;7.1
482-75-3074;A;Naypyitaw;Miembro;Femenino;Accesorios electrónicos;98.66;10;49.33;1035.93;31/01/2019;11:58;Dinero en efectivo;986.6;4.76;49.33;6.7
385-88-7183;B;Yangon;Normal;Femenino;Salud y belleza;70.21;6;21.06;442.32;05/01/2019;19:26;Tarjeta de crédito;421.26;4.76;21.06;5.7
424-57-5400;B;Yangon;Normal;Femenino;Hogar y estilo de vida;65.31;10;32.66;685.76;10/03/2019;12:45;Dinero en efectivo;653.1;4.76;32.66;8.5
001-53-1780;C;Mandalay;Miembro;Masculino;Deportes y viajes;42.82;6;12.85;269.77;13/03/2019;16:43;Tarjeta de crédito;256.92;4.76;12.85;4.0
744-16-2134;A;Mandalay;Normal;Femenino;Accesorios electrónicos;97.5;3;14.62;307.12;22/01/2019;19:48;Tarjeta de crédito;292.5;4.76;14.62;6.5
105-16-4211;C;Naypyitaw;Normal;Masculino;Accesorios de moda;33.21;6;9.96;209.22;12/03/2019;10:50;Dinero en efectivo;199.26;4.76;9.96;5.0
514-48-4365;B;Yangon;Normal;Masculino;Deportes y viajes;56.56;6;16.97;356.33;28/01/2019;19:57;Dinero en efectivo;339.36;4.76;16.97;8.2
001-30-0406;C;Naypyitaw;Normal;Femenino;Accesorios de moda;74.29;4;14.86;312.02;10/03/2019;19:07;Billetera electrónica;297.16;4.76;14.86;6.8
464-57-3683;A;Mandalay;Miembro;Masculino;Comida y bebidas;26.02;3;3.9;81.96;25/02/2019;11:56;Billetera electrónica;78.06;4.76;3.9;6.0
211-10-4443;A;Mandalay;Normal;Masculino;Hogar y estilo de vida;38.47;1;1.92;40.39;14/03/2019;17:16;Tarjeta de crédito;38.47;4.75;1.92;4.1
410-30-1363;C;Mandalay;Miembro;Femenino;Hogar y estilo de vida;73.47;5;18.37;385.72;04/02/2019;13:34;Dinero en efectivo;367.35;4.76;18.37;4.9
250-74-3355;B;Mandalay;Miembro;Masculino;Salud y belleza;75.66;1;3.78;79.44;16/03/2019;18:20;Dinero en efectivo;75.66;4.76;3.78;9.3
356-63-2188;C;Mandalay;Miembro;Masculino;Accesorios de moda;65.91;6;19.77;415.23;22/02/2019;11:26;Dinero en efectivo;395.46;4.76;19.77;6.2
730-04-0664;A;Mandalay;Normal;Femenino;Comida y bebidas;13.79;5;3.45;72.4;17/02/2019;15:28;Tarjeta de crédito;68.95;4.77;3.45;7.4
606-75-3336;B;Yangon;Miembro;Masculino;Accesorios electrónicos;98.97;4;19.79;415.67;19/03/2019;12:46;Billetera electrónica;395.88;4.76;19.79;7.0
128-03-3146;A;Naypyitaw;Normal;Masculino;Salud y belleza;95.58;3;14.34;301.08;12/01/2019;10:39;Tarjeta de crédito;286.74;4.76;14.34;6.1
687-84-1504;B;Mandalay;Normal;Masculino;Hogar y estilo de vida;84.05;7;29.42;617.77;04/03/2019;18:33;Billetera electrónica;588.35;4.76;29.42;8.0
801-77-3863;B;Yangon;Normal;Masculino;Accesorios electrónicos;18.93;2;1.89;39.75;05/01/2019;10:29;Billetera electrónica;37.86;4.75;1.89;6.7
647-72-4746;C;Naypyitaw;Normal;Femenino;Accesorios electrónicos;33.47;6;10.04;210.86;01/01/2019;10:43;Billetera electrónica;200.82;4.76;10.04;6.4
126-52-6443;A;Naypyitaw;Miembro;Femenino;Comida y bebidas;98.7;7;34.54;725.44;31/01/2019;20:06;Dinero en efectivo;690.9;4.76;34.54;8.6
367-75-7443;B;Mandalay;Normal;Masculino;Hogar y estilo de vida;44.02;2;4.4;92.44;24/02/2019;11:25;Dinero en efectivo;88.04;4.76;4.4;8.1
855-18-2262;A;Naypyitaw;Miembro;Masculino;Salud y belleza;55.67;4;11.13;233.81;25/01/2019;18:15;Tarjeta de crédito;222.68;4.76;11.13;8.7
525-54-7627;B;Naypyitaw;Miembro;Masculino;Salud y belleza;55.73;4;11.15;234.07;09/01/2019;11:26;Dinero en efectivo;222.92;4.76;11.15;5.4
830-55-4138;C;Naypyitaw;Normal;Femenino;Accesorios electrónicos;87.91;8;35.16;738.44;26/01/2019;10:40;Dinero en efectivo;703.28;4.76;35.16;6.6
271-00-6131;C;Yangon;Miembro;Femenino;Accesorios de moda;65.94;10;32.97;692.37;13/03/2019;11:26;Dinero en efectivo;659.4;4.76;32.97;7.7
051-63-5286;B;Mandalay;Normal;Masculino;Accesorios de moda;54.67;6;16.4;344.42;05/03/2019;14:13;Billetera electrónica;328.02;4.76;16.4;5.8
631-48-0658;C;Mandalay;Miembro;Femenino;Comida y bebidas;25.25;3;3.79;79.54;20/01/2019;20:30;Billetera electrónica;75.75;4.76;3.79;7.7
440-51-4026;A;Yangon;Miembro;Masculino;Accesorios electrónicos;87.67;3;13.15;276.16;20/01/2019;20:46;Dinero en efectivo;263.01;4.76;13.15;8.7
031-18-8302;A;Mandalay;Miembro;Masculino;Deportes y viajes;35.68;9;16.06;337.18;17/03/2019;11:25;Dinero en efectivo;321.12;4.76;16.06;8.8
122-13-0132;B;Mandalay;Normal;Femenino;Salud y belleza;68.54;8;27.42;575.74;27/01/2019;14:43;Billetera electrónica;548.32;4.76;27.42;9.9
000-62-5443;B;Yangon;Normal;Femenino;Hogar y estilo de vida;62.48;1;3.12;65.6;26/01/2019;11:52;Billetera electrónica;62.48;4.76;3.12;9.8
413-24-0047;C;Naypyitaw;Miembro;Masculino;Hogar y estilo de vida;33.64;6;10.09;211.93;23/03/2019;16:58;Dinero en efectivo;201.84;4.76;10.09;9.7
774-23-2121;B;Naypyitaw;Miembro;Femenino;Salud y belleza;78.38;1;3.92;82.3;07/01/2019;19:44;Billetera electrónica;78.38;4.76;3.92;4.4
513-80-1888;A;Yangon;Miembro;Masculino;Hogar y estilo de vida;33.26;4;6.65;139.69;12/01/2019;12:45;Dinero en efectivo;133.04;4.76;6.65;9.3
701-16-1533;A;Mandalay;Normal;Femenino;Accesorios de moda;13.85;2;1.38;29.08;27/01/2019;14:30;Tarjeta de crédito;27.7;4.75;1.38;8.4
507-70-8454;A;Mandalay;Normal;Femenino;Comida y bebidas;11.28;2;1.13;23.69;05/03/2019;15:06;Dinero en efectivo;22.56;4.77;1.13;9.8
560-22-4747;A;Yangon;Normal;Femenino;Accesorios de moda;93.39;4;18.68;392.24;28/01/2019;19:09;Billetera electrónica;373.56;4.76;18.68;4.2
710-05-8363;C;Mandalay;Normal;Masculino;Salud y belleza;52.26;3;7.84;164.62;30/01/2019;10:31;Billetera electrónica;156.78;4.76;7.84;7.3
718-16-1485;A;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;89.21;3;13.38;281.01;03/03/2019;12:28;Tarjeta de crédito;267.63;4.76;13.38;4.6
465-61-2654;C;Naypyitaw;Miembro;Masculino;Salud y belleza;14.96;2;1.5;31.42;23/01/2019;18:14;Tarjeta de crédito;29.92;4.77;1.5;6.3
381-33-6848;B;Naypyitaw;Normal;Femenino;Deportes y viajes;23.82;10;11.91;250.11;08/03/2019;10:17;Billetera electrónica;238.2;4.76;11.91;9.8
270-02-5400;C;Mandalay;Normal;Femenino;Deportes y viajes;26.02;5;6.5;136.6;05/02/2019;12:45;Billetera electrónica;130.1;4.76;6.5;5.1
573-04-7075;C;Yangon;Miembro;Femenino;Comida y bebidas;19.15;1;0.96;20.11;01/02/2019;15:26;Dinero en efectivo;19.15;4.77;0.96;9.8
258-31-7836;B;Mandalay;Miembro;Masculino;Salud y belleza;71.86;5;17.96;377.26;21/02/2019;12:58;Tarjeta de crédito;359.3;4.76;17.96;8.6
717-87-3080;B;Yangon;Normal;Masculino;Comida y bebidas;72.5;8;29.0;609.0;02/01/2019;18:59;Dinero en efectivo;580.0;4.76;29.0;9.2
377-02-3532;B;Yangon;Normal;Masculino;Hogar y estilo de vida;74.71;4;14.94;313.78;19/02/2019;18:14;Tarjeta de crédito;298.84;4.76;14.94;7.6
368-20-6408;B;Naypyitaw;Normal;Femenino;Salud y belleza;49.01;6;14.7;308.76;28/03/2019;18:24;Billetera electrónica;294.06;4.76;14.7;8.5
351-56-2087;C;Mandalay;Normal;Masculino;Salud y belleza;10.56;6;3.17;66.53;26/01/2019;20:01;Tarjeta de crédito;63.36;4.76;3.17;8.1
662-80-0767;B;Naypyitaw;Miembro;Masculino;Hogar y estilo de vida;72.78;5;18.2;382.1;02/02/2019;12:47;Dinero en efectivo;363.9;4.76;18.2;8.3
553-76-5426;A;Mandalay;Normal;Masculino;Comida y bebidas;57.91;8;23.16;486.44;19/02/2019;12:52;Dinero en efectivo;463.28;4.76;23.16;4.0
660-60-5585;A;Yangon;Normal;Femenino;Accesorios de moda;87.67;7;30.68;644.37;11/03/2019;20:29;Dinero en efectivo;613.69;4.76;30.68;7.6
503-30-8188;A;Yangon;Miembro;Masculino;Accesorios de moda;10.18;8;4.07;85.51;08/02/2019;14:33;Billetera electrónica;81.44;4.76;4.07;5.2
211-70-1878;A;Yangon;Normal;Femenino;Accesorios electrónicos;75.91;1;3.8;79.71;09/02/2019;15:15;Billetera electrónica;75.91;4.77;3.8;8.0
210-70-4224;B;Mandalay;Normal;Femenino;Salud y belleza;17.77;8;7.11;149.27;02/02/2019;15:42;Tarjeta de crédito;142.16;4.76;7.11;8.1
260-71-2506;A;Yangon;Normal;Masculino;Accesorios electrónicos;34.84;10;17.42;365.82;13/01/2019;10:54;Dinero en efectivo;348.4;4.76;17.42;6.0
302-48-0228;C;Mandalay;Miembro;Masculino;Deportes y viajes;15.34;2;1.53;32.21;15/02/2019;17:43;Dinero en efectivo;30.68;4.75;1.53;7.2
023-15-4174;B;Mandalay;Miembro;Femenino;Hogar y estilo de vida;91.41;10;45.7;959.8;10/03/2019;10:55;Billetera electrónica;914.1;4.76;45.7;8.4
232-63-2281;C;Naypyitaw;Normal;Femenino;Comida y bebidas;21.12;10;10.56;221.76;14/02/2019;11:55;Dinero en efectivo;211.2;4.76;10.56;5.7
461-24-4174;B;Yangon;Miembro;Masculino;Accesorios de moda;62.18;8;24.87;522.31;23/01/2019;18:00;Tarjeta de crédito;497.44;4.76;24.87;7.4
302-81-6823;B;Yangon;Miembro;Femenino;Accesorios de moda;40.61;4;8.12;170.56;03/02/2019;13:49;Billetera electrónica;162.44;4.76;8.12;6.4
822-57-4485;A;Yangon;Miembro;Masculino;Accesorios electrónicos;85.39;7;29.89;627.62;10/01/2019;18:45;Tarjeta de crédito;597.73;4.76;29.89;7.6
521-85-1262;C;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;96.7;8;38.68;812.28;17/02/2019;18:58;Billetera electrónica;773.6;4.76;38.68;7.1
704-06-5548;A;Yangon;Miembro;Femenino;Accesorios de moda;34.81;10;17.4;365.5;06/02/2019;15:01;Billetera electrónica;348.1;4.76;17.4;4.9
250-73-5012;C;Naypyitaw;Normal;Masculino;Accesorios de moda;60.38;4;12.08;253.6;22/03/2019;20:40;Tarjeta de crédito;241.52;4.76;12.08;7.2
222-26-2087;C;Mandalay;Normal;Masculino;Accesorios electrónicos;43.0;9;19.35;406.35;12/03/2019;18:02;Dinero en efectivo;387.0;4.76;19.35;9.3
580-05-5661;A;Yangon;Miembro;Masculino;Hogar y estilo de vida;75.66;10;37.83;794.43;10/03/2019;19:44;Billetera electrónica;756.6;4.76;37.83;7.5
467-28-0058;C;Yangon;Normal;Femenino;Comida y bebidas;52.89;9;23.8;499.81;17/03/2019;13:14;Tarjeta de crédito;476.01;4.76;23.8;7.0
422-72-6856;B;Naypyitaw;Normal;Masculino;Comida y bebidas;80.48;9;36.22;760.54;27/03/2019;18:01;Dinero en efectivo;724.32;4.76;36.22;5.1
011-17-1877;C;Naypyitaw;Normal;Femenino;Accesorios electrónicos;54.28;3;8.14;170.98;01/01/2019;12:20;Tarjeta de crédito;162.84;4.76;8.14;4.4
057-07-2885;C;Naypyitaw;Normal;Femenino;Accesorios de moda;38.27;8;15.31;321.47;13/02/2019;11:57;Tarjeta de crédito;306.16;4.76;15.31;4.2
625-57-3136;C;Naypyitaw;Normal;Masculino;Hogar y estilo de vida;25.9;3;3.88;81.58;26/03/2019;19:48;Dinero en efectivo;77.7;4.76;3.88;8.9
671-46-3525;A;Yangon;Miembro;Femenino;Hogar y estilo de vida;18.28;8;7.31;153.55;01/03/2019;12:09;Dinero en efectivo;146.24;4.76;7.31;9.8
863-85-1134;C;Yangon;Miembro;Masculino;Comida y bebidas;68.55;5;17.14;359.89;02/03/2019;10:26;Dinero en efectivo;342.75;4.76;17.14;6.1
214-08-2376;A;Yangon;Miembro;Masculino;Salud y belleza;98.4;9;44.28;929.88;23/02/2019;13:33;Billetera electrónica;885.6;4.76;44.28;7.3
588-41-0025;C;Naypyitaw;Miembro;Masculino;Hogar y estilo de vida;21.5;8;8.6;180.6;07/02/2019;14:40;Tarjeta de crédito;172.0;4.76;8.6;9.1
016-15-6546;C;Naypyitaw;Miembro;Femenino;Accesorios de moda;94.26;10;47.13;989.73;05/03/2019;14:16;Dinero en efectivo;942.6;4.76;47.13;8.8
564-51-0480;B;Naypyitaw;Miembro;Femenino;Salud y belleza;89.06;10;44.53;935.13;14/01/2019;20:51;Tarjeta de crédito;890.6;4.76;44.53;9.0
053-73-5204;A;Mandalay;Miembro;Femenino;Comida y bebidas;52.26;7;18.29;384.11;09/03/2019;13:52;Dinero en efectivo;365.82;4.76;18.29;6.1
451-13-8317;A;Naypyitaw;Normal;Femenino;Comida y bebidas;63.42;9;28.54;599.32;24/03/2019;20:38;Tarjeta de crédito;570.78;4.76;28.54;9.6
704-24-0184;B;Naypyitaw;Miembro;Masculino;Accesorios electrónicos;93.38;2;9.34;196.1;01/01/2019;18:58;Tarjeta de crédito;186.76;4.76;9.34;9.5
122-71-0487;C;Yangon;Normal;Femenino;Accesorios de moda;31.73;2;3.17;66.63;14/02/2019;20:06;Tarjeta de crédito;63.46;4.76;3.17;7.5
146-57-8322;A;Yangon;Normal;Femenino;Accesorios de moda;55.39;2;5.54;116.32;31/01/2019;18:24;Dinero en efectivo;110.78;4.76;5.54;5.0
058-83-3366;C;Mandalay;Normal;Femenino;Comida y bebidas;93.18;7;32.61;684.87;01/03/2019;11:32;Billetera electrónica;652.26;4.76;32.61;5.3
748-42-8322;A;Naypyitaw;Miembro;Femenino;Comida y bebidas;56.56;10;28.28;593.88;03/02/2019;20:46;Billetera electrónica;565.6;4.76;28.28;5.3
662-21-2831;A;Yangon;Miembro;Masculino;Accesorios de moda;78.89;2;7.89;165.67;01/03/2019;12:10;Dinero en efectivo;157.78;4.76;7.89;6.7
131-73-7520;B;Yangon;Miembro;Masculino;Accesorios electrónicos;56.53;6;16.96;356.14;22/02/2019;12:44;Tarjeta de crédito;339.18;4.76;16.96;5.0
240-15-4047;C;Mandalay;Normal;Masculino;Accesorios de moda;17.42;10;8.71;182.91;19/03/2019;15:31;Dinero en efectivo;174.2;4.76;8.71;5.2
285-77-7300;A;Mandalay;Normal;Femenino;Deportes y viajes;53.44;9;24.05;505.01;27/03/2019;11:40;Dinero en efectivo;480.96;4.76;24.05;4.7
307-25-0082;A;Mandalay;Miembro;Masculino;Salud y belleza;33.33;6;10.0;209.98;19/01/2019;13:02;Dinero en efectivo;199.98;4.76;10.0;5.0
257-44-5032;A;Naypyitaw;Normal;Femenino;Accesorios de moda;27.66;5;6.92;145.22;14/03/2019;11:32;Tarjeta de crédito;138.3;4.77;6.92;6.6
337-20-2114;A;Mandalay;Miembro;Masculino;Accesorios de moda;62.08;7;21.73;456.29;23/01/2019;10:00;Billetera electrónica;434.56;4.76;21.73;9.2
317-65-5306;B;Yangon;Normal;Femenino;Salud y belleza;46.42;4;9.28;194.96;15/02/2019;16:32;Dinero en efectivo;185.68;4.76;9.28;5.2
028-21-6343;C;Yangon;Miembro;Masculino;Hogar y estilo de vida;56.5;3;8.48;177.98;28/03/2019;10:33;Dinero en efectivo;169.5;4.76;8.48;5.4
046-73-7155;A;Yangon;Normal;Masculino;Salud y belleza;92.09;8;36.84;773.56;03/02/2019;20:33;Billetera electrónica;736.72;4.76;36.84;9.3
133-36-4736;C;Mandalay;Miembro;Femenino;Hogar y estilo de vida;69.08;1;3.45;72.53;14/03/2019;15:27;Tarjeta de crédito;69.08;4.76;3.45;5.0
581-41-8137;C;Mandalay;Miembro;Masculino;Accesorios de moda;51.07;5;12.77;268.12;25/02/2019;11:55;Dinero en efectivo;255.35;4.76;12.77;8.3
772-60-7823;B;Yangon;Miembro;Femenino;Hogar y estilo de vida;95.58;10;47.79;1003.59;03/03/2019;12:04;Billetera electrónica;955.8;4.76;47.79;5.1
867-75-6318;C;Mandalay;Normal;Masculino;Hogar y estilo de vida;49.79;10;24.9;522.8;26/02/2019;12:45;Dinero en efectivo;497.9;4.76;24.9;8.5
600-08-4565;B;Yangon;Miembro;Masculino;Deportes y viajes;99.7;3;14.96;314.06;13/02/2019;17:27;Tarjeta de crédito;299.1;4.76;14.96;6.6
054-10-1217;B;Yangon;Miembro;Masculino;Deportes y viajes;45.71;4;9.14;191.98;14/02/2019;20:37;Tarjeta de crédito;182.84;4.76;9.14;7.4
608-52-6446;A;Naypyitaw;Normal;Femenino;Accesorios electrónicos;99.55;10;49.78;1045.28;01/02/2019;11:40;Dinero en efectivo;995.5;4.76;49.78;6.9
242-06-6381;B;Yangon;Normal;Femenino;Accesorios de moda;93.69;1;4.68;98.37;23/01/2019;15:31;Dinero en efectivo;93.69;4.76;4.68;4.3
664-56-5765;B;Naypyitaw;Normal;Femenino;Accesorios de moda;65.31;8;26.12;548.6;26/03/2019;16:28;Dinero en efectivo;522.48;4.76;26.12;7.6
745-27-7007;A;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;65.82;2;6.58;138.22;05/01/2019;16:24;Tarjeta de crédito;131.64;4.76;6.58;8.2
027-74-2050;A;Naypyitaw;Normal;Femenino;Hogar y estilo de vida;95.54;3;14.33;300.95;22/02/2019;11:38;Dinero en efectivo;286.62;4.76;14.33;5.1
512-05-8065;B;Yangon;Miembro;Masculino;Salud y belleza;35.89;2;3.59;75.37;29/01/2019;16:42;Tarjeta de crédito;71.78;4.76;3.59;6.3
086-53-1283;A;Naypyitaw;Miembro;Femenino;Accesorios de moda;66.35;4;13.27;278.67;24/03/2019;14:04;Dinero en efectivo;265.4;4.76;13.27;6.9
162-40-8734;C;Naypyitaw;Normal;Femenino;Comida y bebidas;54.55;7;19.09;400.94;27/01/2019;14:53;Tarjeta de crédito;381.85;4.76;19.09;4.4
704-35-3055;C;Naypyitaw;Miembro;Femenino;Hogar y estilo de vida;64.08;10;32.04;672.84;12/01/2019;13:21;Billetera electrónica;640.8;4.76;32.04;6.2
717-61-8156;A;Mandalay;Miembro;Masculino;Deportes y viajes;60.08;10;30.04;630.84;22/03/2019;13:01;Billetera electrónica;600.8;4.76;30.04;9.7
108-64-2535;C;Naypyitaw;Miembro;Masculino;Accesorios electrónicos;27.38;5;6.85;143.75;16/03/2019;20:08;Billetera electrónica;136.9;4.77;6.85;4.5
014-41-0868;B;Mandalay;Normal;Femenino;Deportes y viajes;24.31;9;10.94;229.73;28/02/2019;18:51;Billetera electrónica;218.79;4.76;10.94;5.9
756-75-5416;B;Yangon;Normal;Femenino;Accesorios de moda;74.67;9;33.6;705.63;21/01/2019;19:24;Tarjeta de crédito;672.03;4.76;33.6;7.5
453-18-6213;B;Mandalay;Normal;Masculino;Hogar y estilo de vida;79.74;1;3.99;83.73;14/03/2019;17:55;Dinero en efectivo;79.74;4.77;3.99;6.0
701-24-4211;B;Naypyitaw;Miembro;Masculino;Deportes y viajes;42.57;5;10.64;223.49;11/02/2019;13:58;Tarjeta de crédito;212.85;4.76;10.64;5.1
805-82-3685;C;Naypyitaw;Normal;Masculino;Salud y belleza;27.73;10;13.87;291.17;22/03/2019;10:40;Dinero en efectivo;277.3;4.76;13.87;8.2
347-44-2154;C;Mandalay;Normal;Masculino;Deportes y viajes;12.1;9;5.44;114.34;09/03/2019;16:10;Dinero en efectivo;108.9;4.76;5.44;5.4
561-45-3412;A;Naypyitaw;Miembro;Femenino;Accesorios de moda;93.26;7;32.64;685.46;26/02/2019;18:23;Dinero en efectivo;652.82;4.76;32.64;9.2
725-20-5545;C;Mandalay;Normal;Femenino;Salud y belleza;99.1;8;39.64;832.44;25/01/2019;12:42;Billetera electrónica;792.8;4.76;39.64;8.0
625-86-0211;A;Yangon;Normal;Femenino;Accesorios de moda;34.84;7;12.19;256.07;22/01/2019;11:23;Dinero en efectivo;243.88;4.76;12.19;6.7
245-34-2670;C;Mandalay;Normal;Masculino;Accesorios de moda;21.08;1;1.05;22.13;05/02/2019;14:16;Billetera electrónica;21.08;4.74;1.05;8.5
206-86-4703;A;Naypyitaw;Miembro;Masculino;Accesorios electrónicos;52.89;5;13.22;277.67;12/03/2019;15:59;Tarjeta de crédito;264.45;4.76;13.22;9.7
383-67-4767;B;Mandalay;Normal;Femenino;Accesorios de moda;42.57;4;8.51;178.79;02/03/2019;10:50;Billetera electrónica;170.28;4.76;8.51;8.7
442-26-1383;B;Yangon;Miembro;Femenino;Hogar y estilo de vida;22.95;8;9.18;192.78;21/01/2019;14:13;Dinero en efectivo;183.6;4.76;9.18;4.5
754-65-1311;B;Yangon;Miembro;Femenino;Accesorios electrónicos;73.96;2;7.4;155.32;08/03/2019;12:09;Dinero en efectivo;147.92;4.76;7.4;7.0
646-21-2781;C;Naypyitaw;Miembro;Femenino;Deportes y viajes;82.04;1;4.1;86.14;12/01/2019;15:05;Dinero en efectivo;82.04;4.76;4.1;7.3
463-11-0428;C;Yangon;Normal;Femenino;Accesorios electrónicos;54.73;10;27.36;574.66;14/01/2019;18:14;Tarjeta de crédito;547.3;4.76;27.36;7.1
514-41-7886;C;Mandalay;Normal;Femenino;Comida y bebidas;12.54;10;6.27;131.67;14/03/2019;11:23;Dinero en efectivo;125.4;4.76;6.27;6.4
674-61-8853;A;Yangon;Normal;Masculino;Salud y belleza;53.65;3;8.05;169.0;15/02/2019;12:30;Dinero en efectivo;160.95;4.76;8.05;6.9
